41.6927	48.1225	119.626	19.466
51.9569	38.3254	125.338	39.0944
7.56082	19.1967	61.2263	35.6387
36.6025	32.2026	116.286	17.1177
79.4372	28.1487	65.7862	20.921
70.9533	83.5784	84.3873	21.3121
39.6826	88.732	156.709	25.6332
14.8583	43.9679	181.828	13.6863
18.2503	118.304	162.868	16.2272
62.5682	106.593	41.0285	23.6669
57.7851	73.4139	28.0601	16.5778
112.729	33.8142	62.2239	20.4512
26.6559	15.1393	151.399	18.6849
63.749	40.2951	68.0098	13.3019
26.5972	58.7103	32.5673	21.6115
30.4481	76.2468	74.5256	14.216
75.3353	118.648	58.6444	12.2713
26.0882	70.9054	43.4736	12.7409
53.4686	88.4756	69.603	31.3235
34.0935	20.8619	135.612	12.984
32.6197	26.6018	132.049	12.8518
69.6671	24.3382	67.2489	16.2827
3.51994	104.946	56.1168	13.6721
72.7667	68.8949	87.9989	14.2398
71.642	79.6554	137.092	31.2067
39.5583	62.8292	79.8847	14.5824
95.0003	40.1918	53.4439	13.4016
32.7691	94.5511	55.6376	17.8046
102.394	45.0915	195.68	14.6324
43.1597	94.4069	69.9888	18.191
35.597	95.5502	106.551	30.3894
96.7192	107.123	140.592	34.5556
79.2182	64.2907	62.154	18.8768
78.7945	88.1729	58.2302	22.4966
47.3291	46.2648	53.9118	20.9701
18.871	49.0337	99.5874	27.9991
58.5893	96.1038	108.952	25.6219
26.5998	88.0906	128.853	21.1855
37.6186	132.118	97.9065	38.7758
61.074	106.502	27.4193	14.4456
62.8777	87.6791	123.514	18.8061
68.8222	58.7584	176.304	13.0192
64.4684	96.4587	117.427	14.7001
24.6728	70.3197	139.779	19.8285
89.7192	38.7468	43.6728	18.2872
60.3258	70.3476	61.3815	22.5579
94.0156	88.7403	96.6991	16.9472
44.6493	100.321	66.7423	38.9824
73.1468	49.9303	147.811	12.5628
60.0838	88.5954	70.421	17.3315
76.3788	23.2823	78.5867	29.0837
72.678	62.7715	106.242	14.5915
34.3765	82.4546	54.6455	13.6601
73.4065	85.3378	57.8031	12.4245
77.4315	52.0351	76.6727	16.7259
103.081	94.5403	78.0705	28.8436
117.022	37.5115	35.7101	12.5388
82.8059	58.8819	88.1229	12.9734
34.9899	107.819	173.871	12.5357
80.4961	60.6	63.8152	22.7613
77.5619	24.2214	92.4367	18.1021
58.0675	54.5671	61.1895	21.2028
30.8227	82.0031	92.6164	13.246
8.85217	77.0044	62.9049	18.4314
68.2933	74.3406	84.493	23.9722
110	47.0956	122.607	16.0961
105.337	125.168	75.099	28.144
129.242	71.8142	107.793	13.3664
25.142	65.555	131.809	17.6418
97.1712	44.2671	23.5192	14.3448
74.725	20.4263	70.8851	14.8644
12.5168	76.6064	33.3123	14.0949
84.7922	51.5348	102.119	15.6143
72.137	50.8437	93.448	25.7296
91.4152	79.8692	59.4724	16.2707
114.004	104.142	149.258	19.2314
86.8784	50.9421	3.23571	12.7167
43.8535	52.3157	42.7723	25.2638
78.3414	79.5053	71.8067	12.4034
100.771	108.698	86.6106	23.341
78.3275	62.2602	63.5307	13.2478
90.2654	49.1767	59.5806	12.7064
110.836	70.9011	95.7556	13.2599
42.9571	57.2178	61.0964	16.3925
76.1169	97.4849	152.512	12.6332
65.9648	104.927	165.858	12.278
23.2307	52.027	94.192	31.1534
45.2315	94.3757	89.24	27.2361
15.7099	97.6473	50.9525	25.4733
100.258	54.9217	96.7553	25.0365
90.4291	91.0005	73.5236	16.9868
57.9817	21.9546	117.473	20.4257
13.562	54.4999	34.4796	12.277
38.0928	93.5963	149.459	13.0075
47.6105	34.7485	123.412	13.7101
75.7394	8.81699	147.236	33.6049
121.147	49.055	104.045	12.8051
62.4998	67.5785	65.903	51.9984
110.073	2.29117	75.4696	29.9836
100.809	23.1694	71.3035	25.0359
74.4776	59.4466	117.952	13.2661
11.096	62.9767	104.461	13.6856
58.8327	39.4455	60.2212	22.3136
1.79131	86.5565	162.343	28.1021
69.8186	95.146	29.3331	40.7758
95.4132	106.488	65.2752	22.787
93.459	80.1056	34.4966	14.3065
37.2189	118.099	116.122	19.8217
90.2898	83.0645	71.1433	12.5093
39.4166	93.9849	46.1115	15.3399
72.0724	120.952	66.4842	38.0563
68.1495	59.5372	115.684	19.2688
99.0572	37.8218	104.715	14.734
105.796	8.72265	111.807	25.0395
90.6256	14.5441	76.1687	21.2239
59.7384	62.9271	84.2418	15.5519
77.4261	112.061	99.6925	21.4806
65.9445	44.5369	109.815	12.672
95.8964	41.855	109.121	32.1611
32.6846	80.3469	158.904	19.626
81.5199	122.72	131.003	13.7219
49.3093	84.9131	123.259	14.1448
15.7161	110.68	75.0099	17.0127
74.1618	35.5203	88.5379	13.1964
62.9537	54.1912	93.1427	16.9749
34.1536	106.478	118.874	12.4124
94.9747	82.6793	115.214	37.4083
67.7586	49.4713	156.567	19.7093
121.162	77.6573	88.4323	29.9388
