960400378222.27050781,0.127495,0.382184,-0.915249,110.073,27.9232,202.581,-0.139109,-0.376515,0.915907,78.3053,109.996,-0.2,1.64006,0.597899,-0.0123196,0.00553867,0.0129411,651.426,1656.8,-3730.37,
961002635876.29418945,0.458468,-0.208197,-0.86398,22.9281,115.9,202.581,-0.450435,0.21226,0.867211,67.3554,68.5937,-0.2,1.2656,0.544894,0.00881129,0.00357578,0.00956419,-2391.05,1219.63,4742.38,
961224452962.97827148,0.165452,-0.414865,-0.894714,102.435,118.106,202.581,-0.165277,0.41616,0.894145,79.1303,24.4201,-0.2,2.64275,0.793538,7.55825e-05,0.00143381,0.00142518,-721.575,2112.57,4495.11,
961562099204.77416992,0.214031,0.389086,-0.895993,112.363,50.1922,202.581,-0.215766,-0.520459,0.826176,103.589,144.22,-0.2,2.47577,3.23414,-0.0209748,-0.152478,0.14892,125.549,127.477,26.6167,
961758753619.36755371,0.447334,-0.039491,-0.893495,48.3317,55.856,202.581,-0.507468,0.0357914,0.860927,100.497,48.2779,-0.2,1.25592,0.857283,-0.0684482,-0.00262051,0.0684997,427.11,23.8293,-554.149,
962847247376.71606445,0.617881,0.121812,-0.776779,11.1763,34.1565,202.581,-0.604874,-0.114945,0.787981,106.639,64.4222,-0.2,1.11204,0.726845,0.0172679,0.0106986,0.0184885,-1411,-235.082,1983.77,
962945431887.88842773,0.554099,-0.0328385,-0.831803,64.3487,114.275,202.581,-0.563405,0.0274437,0.825725,140.676,107.539,-0.2,0.721807,0.770436,-0.011119,-0.0062346,0.0123552,2146.42,0.340382,-2931.46,
963610379912.96875,0.653009,-0.209864,-0.727692,8.47668,122.589,202.581,-0.65258,0.20177,0.730362,126.455,67.1747,-0.2,0.843615,0.945975,0.00214681,-0.0112403,0.00853372,-310.422,213.555,523.393,
963760585672.77770996,-0.149861,-0.163815,-0.975042,99.6058,67.8877,202.581,0.148122,0.174981,0.973366,8.63302,33,-0.2,0.892982,2.06976,-0.00148657,0.0114154,0.0114241,-69.7182,-89.6419,-708.015,
963976042661.05322266,0.562178,-0.19359,-0.804039,18.907,99.3977,202.581,-0.554838,0.198434,0.807947,97.684,51.2036,-0.2,0.963301,1.04216,0.00842312,0.0045615,0.00962442,-2641.13,1023.08,3997.57,
964339371478.17114258,0.635517,0.322538,-0.701489,-11.4536,6.52595,202.581,-0.60617,-0.396632,0.689378,107.898,111.799,-0.2,1.37,1.40565,0.0148351,-0.0911304,0.0806317,-125.857,-47.4326,297.5,
964571959154.09228516,0.503894,-0.372088,-0.779513,29.222,108.397,202.581,-0.498105,0.401799,0.768407,98.1384,0.82056,-0.2,1.68248,3.05796,-0.00127514,0.0364475,0.0322442,-198.637,259.2,506.3,
965433859376.00097656,0.512691,0.262506,-0.817459,26.029,45.6811,202.581,-0.505393,-0.254022,0.824652,89.5251,107.684,-0.2,1.07193,0.673783,0.0103443,0.0119103,0.0133037,-1291.46,-607.6,2278.46,
965538196212.87109375,0.63758,-0.0494415,-0.768796,35.4638,116.968,202.581,-0.644502,0.0175449,0.764402,142.853,111.459,-0.2,0.563053,0.91742,-0.00813385,-0.0412734,0.0329348,279.949,102.434,-127.68,
965646373380.90307617,-0.24775,0.0305184,-0.968343,119.83,100.33,202.581,0.256184,-0.0359088,0.965961,9.05876,107.817,-0.2,1.79535,0.84838,0.00876614,-0.00565138,0.0102883,1234.79,-50.4387,4591.52,
965802081977.72851562,0.275498,-0.395481,-0.876183,69.3243,106.055,202.581,-0.278371,0.407666,0.869665,72.1046,14.6406,-0.2,2.40571,1.04773,-0.00514314,0.0143553,0.0141143,348.162,-341.539,-774.184,
966318207531.0760498,0.481728,-0.152952,-0.862869,13.3784,129.726,202.581,-0.471364,0.151532,0.868823,63.3826,93.6251,-0.2,0.650524,0.663333,0.0120917,-0.00276384,0.0120368,-2059.02,781.829,3913.27,
966603254613.58068848,0.437697,-0.422827,-0.793498,88.5332,119.564,202.581,-0.438088,0.426179,0.791486,137.914,13.1364,-0.2,1.1407,1.56495,-0.00145324,0.00434272,0.00392846,1018.32,-810.9,-1536.99,
966689366443.79919434,0.462988,-0.342646,-0.817457,29.3301,124.299,202.581,-0.461262,0.296351,0.836309,79.9601,46.2845,-0.2,1.24936,0.975996,0.0112999,-0.0563641,0.0500209,31.8686,98.6019,143.13,
966758758627.17602539,0.533904,0.285291,-0.795962,9.77099,17.0761,202.581,-0.533263,-0.278988,0.798621,83.9,87.9453,-0.2,1.15658,1.33083,0.00209662,0.00807421,0.00687063,-462.455,-216.454,862.383,
966825444268.27160645,0.637026,-0.224321,-0.737481,-3.65991,92.795,202.581,-0.642638,0.214893,0.735416,108.397,34.0924,-0.2,0.618711,1.07315,-0.00573071,-0.0109884,0.0111643,1813.88,-541.817,-1926.81,
967489509581.11938477,-0.209442,-0.0718428,-0.975178,114.335,68.3197,202.581,0.179234,0.0873612,0.97992,12.0947,53.0865,-0.2,0.869511,0.458615,-0.0306515,0.0153777,0.0342914,-250.912,-66.4354,-1470.32,
967967697660.75915527,0.214204,-0.318063,-0.923554,41.8138,101.166,202.581,-0.256967,0.331053,0.90795,35.0215,28.9501,-0.2,1.07277,1.00286,-0.0479008,0.0179669,0.0473422,300.786,-298.782,-928.112,
968393086803.60144043,0.559726,0.0548359,-0.826861,21.5624,101.102,202.581,-0.562817,-0.048394,0.825164,97.3979,113.576,-0.2,1.09822,0.845258,-0.00351451,0.00764051,0.00734354,2038.69,289.703,-2811.9,
968714060691.57861328,0.677155,0.238299,-0.696186,-6.71447,12.166,202.581,-0.693681,-0.224487,0.684406,128.608,78.9189,-0.2,0.815557,0.808251,-0.0205862,0.0128458,0.0245487,1281.81,458.901,-1130.12,
968784975484.17126465,0.258202,-0.0565546,-0.964434,44.0098,86.51,202.581,-0.247453,0.0554384,0.967312,35.8191,74.7508,-0.2,1.10298,1.24823,0.0111451,-0.00132393,0.0111836,-1290.89,375.439,5187.37,
968996575803.69897461,0.130716,0.329166,-0.935181,77.9983,42.0266,202.581,-0.167725,-0.329932,0.928985,45.4398,113.455,-0.2,1.07829,0.768348,-0.0397466,-0.00281965,0.0375348,314.731,640.715,-1491.54,
969538723448.89099121,0.567746,-0.366984,-0.736877,0.0773183,115.52,202.581,-0.57457,0.372857,0.728593,97.1174,14.1088,-0.2,0.938233,1.78843,-0.0112744,0.0109356,0.0122343,1658.74,-977.938,-1965.49,
969570533958.07519531,0.554855,0.101291,-0.825758,37.2348,11.7548,202.581,-0.553801,-0.0849481,0.828305,110.938,34.2705,-0.2,0.900976,1.77422,0.00230448,0.0198553,0.016574,-68.7225,-0.125878,314.471,
970010814482.5255127,0.65037,-0.032748,-0.758911,1.97785,83.5976,202.581,-0.695933,0.0259811,0.717637,130.914,75.9737,-0.2,1.41886,0.686311,-0.0615143,-0.00693664,0.0618592,511.872,59.8365,-392.733,
970546640944.21594238,0.634744,-0.169266,-0.753956,-10.1028,96.4147,202.581,-0.625454,0.189649,0.756862,94.0299,49.2201,-0.2,0.844763,0.813695,0.00914395,0.0246762,0.0225886,-678.656,279.365,965.919,
970602592041.72949219,0.489703,-0.281689,-0.825131,25.7507,110.894,202.581,-0.495312,0.28523,0.820555,85.709,42.6598,-0.2,1.92384,1.25895,-0.00746884,0.00555886,0.00805795,2711.53,-1451.74,-4336.67,
970773746193.13134766,0.66133,-0.0649028,-0.747281,13.1754,74.098,202.581,-0.657105,0.0800947,0.749532,128.149,56.3255,-0.2,0.626514,1.09485,0.00467119,0.0198211,0.0159287,-554.013,134.807,810.785,
970870214533.39233398,0.314541,-0.2801,-0.906977,33.8577,133.789,202.581,-0.313243,0.268105,0.911043,43.1406,73.7921,-0.2,0.551699,0.706189,0.00265597,-0.013332,0.0127318,-140.844,259.847,620.955,
971089215392.21618652,0.578579,-0.401754,-0.709817,-10.7445,138.33,202.581,-0.579219,0.40368,0.7082,92.5418,25.4219,-0.2,0.881242,0.983303,-0.00165862,0.00303256,0.00259438,3846.04,-2565.12,-4559.32,
971144235034.24133301,0.61688,-0.092744,-0.781573,17.41,74.8002,202.581,-0.61412,0.0938183,0.783616,114.54,50.3491,-0.2,1.03993,1.52715,0.00344734,0.00104676,0.00359791,-8131.25,1304.97,10524.1,
971239204985.00854492,0.531345,0.0390952,-0.846253,68.675,99.3131,202.581,-0.522176,-0.0406711,0.851867,131.194,107.286,-0.2,1.11571,0.663099,0.0107598,-0.00154205,0.0108663,-2477.44,-91.9598,4256.57,
971862716191.02612305,0.468201,-0.0734951,-0.88056,69.9872,41.3966,202.581,-0.463961,0.0801847,0.882219,115.286,23.1744,-0.2,0.650925,1.11916,0.00453678,0.00736966,0.00809177,-1802.13,345.035,3684.79,
